brand,model,engineType,year,km,fuelType,gearType,warrantyStatus,price
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,21602, Dizel, Manuel, DS Garantisi,855000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,49062, Dizel, Manuel, DS Garantisi,855000
Fiat, Egea,1.4 Fire Bz 95 Hp Cross Urban,2023,22207, Benzin, Manuel, Garantisiz,850000
Fiat, Egea,1.4 Fire Bz 95 Hp Cross Urban,2023,49170, Benzin, Manuel, DS Garantisi,849950
Fiat, Egea,1.4 Fire Bz 95 Hp Cross Urban,2023,64135, Benzin, Manuel, DS Garantisi,845000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,20386, Dizel, Manuel, Garantisiz,830000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,19940, Dizel, Manuel, Garantisiz,829750
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,16608, Dizel, Manuel, Garantisiz,829750
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,40863, Dizel, Manuel, Garantisiz,825000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,37155, Dizel, Manuel, Garantisiz,825000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,40428, Dizel, Manuel, Garantisiz,825000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,30573, Dizel, Manuel, Garantisiz,819750
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,36431, Dizel, Manuel, Garantisiz,815000
Fiat, Egea,1.4 Fire Bz 95 Hp Urban,2023,49932, Benzin, Manuel, 3 Ay DOD Garantili,808500
Fiat, Egea,1.4 Fire Bz 95 Hp Urban,2023,43030, Benzin, Manuel, DS Garantisi,800000
Fiat, Egea,1.4 Fire Bz 95 Hp Cross Street,2023,17829, Benzin, Manuel, Garantisiz,799900
Fiat, Egea,1.4 Fire Bz 95 Hp Cross Street,2023,10802, Benzin, Manuel, Garantisiz,799750
Fiat, Egea,1.4 Fire Bz 95 Hp Urban,2023,44759, Benzin, Manuel, DS Garantisi,795000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,55260, Benzin, Manuel, 3 Ay DOD Garantili,790000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,47383, Benzin, Manuel, DS Garantisi,783000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,13285, Benzin, Manuel, DS Garantisi,779750
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,79697, Dizel, Manuel, Garantisiz,778000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,48725, Benzin, Manuel, DS Garantisi,770000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,54120, Benzin, Manuel, 3 Ay DOD Garantili,767500
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,15208, Benzin, Manuel, DS Garantisi,762500
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,15033, Benzin, Manuel, DS Garantisi,762500
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,45410, Benzin, Manuel, DS Garantisi,760000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,14731, Benzin, Manuel, Garantisiz,759500
Fiat, Egea,1.4 Fire Bz 95 Hp Urban,2023,53150, Benzin, Manuel, 3 Ay DOD Garantili,758000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy,2023,37710, Benzin, Manuel, DS Garantisi,752000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy,2023,26062, Benzin, Manuel, DS Garantisi,750000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,15217, Benzin, Manuel, Garantisiz,749500
Fiat, Egea,1.4 Fire Bz 95 Hp Easy,2023,44755, Benzin, Manuel, 3 Ay DOD Garantili,747000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy Plus Paketli,2023,53580, Benzin, Manuel, Garantisiz,745000
Fiat, Fiorino,1.3 Mjet 95hp Eu6df Safeline Combi,2023,15451, Dizel, Manuel, Garantisiz,720000
Fiat, Egea,1.3 Mjet Ii Ds 95 Hp Easy,2023,13900, Dizel, Manuel, Garantisiz,719000
Fiat, Egea,1.4 Fire Bz 95 Hp Easy,2023,10291, Benzin, Manuel, Garantisiz,675000
Dacia, Duster,Essential 1.5 Blue Dci 115 Bg 4x2,2023,58111, Dizel, Manuel, DS Garantisi,1169000
Dacia, Jogger,Expression Turbo 110 Bg 7 Koltuklu,2023,21892, Benzin, Manuel, DS Garantisi,994000
Dacia, Jogger,Expression Turbo 110 Bg 7 Koltuklu,2023,26549, Benzin, Manuel, DS Garantisi,965000
Dacia, Sandero Stepway,Stepway Essential 1.0 Turbo 90 Bg Cvt,2023,23563, Benzin, Otomatik, DS Garantisi,869950
Cupra, Ateca,2.0 Tsi 300 Hp Dsg 4drive,2023,20035, Benzin, Tiptronic, DS Garantisi,3449900
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,25495, Benzin, Tiptronic, DS Garantisi,1915000
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,24568, Benzin, Tiptronic, DS Garantisi,1899500
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,15659, Benzin, Tiptronic, DS Garantisi,1879750
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,37010, Benzin, Tiptronic, Garantisiz,1879500
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,42429, Benzin, Tiptronic, Garantisiz,1867500
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,33473, Benzin, Tiptronic, DS Garantisi,1865000
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,33518, Benzin, Tiptronic, DS Garantisi,1860000
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,33025, Benzin, Tiptronic, DS Garantisi,1855000
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,29481, Benzin, Tiptronic, DS Garantisi,1840000
Cupra, Formentor,1.5 Tsi Act 150 Hp Dsg,2023,38588, Benzin, Tiptronic, Garantisiz,1835000
Cupra, Leon,1.5 Etsi Act 150 Hp Dsg,2023,29654, Benzin, Tiptronic, DS Garantisi,1695000
Cupra, Leon,1.5 Etsi Act 150 Hp Dsg,2023,30993, Benzin, Tiptronic, DS Garantisi,1690000
Cupra, Leon,1.5 Etsi Act 150 Hp Dsg,2023,36014, Benzin, Tiptronic, DS Garantisi,1690000
Cupra, Leon,1.5 Etsi Act 150 Hp Dsg,2023,36375, Benzin, Tiptronic, DS Garantisi,1679900
Cupra, Leon,1.5 Etsi Mhev 150 Hp Dsg,2023,13661, Hibrit, Tiptronic, DS Garantisi,1599900
Citroen, Ds 7 Crossback,Opera 1.5 Bluehdi 130 Otomatik,2023,40665, Dizel, Tiptronic, DS Garantisi,2179500
Citroen, Ds 7 Crossback,Opera 1.5 Bluehdi 130 Otomatik,2023,56133, Dizel, Tiptronic, DS Garantisi,2179500
Citroen, Ds 7,Performance Line 1.5bluehdi 130 Otomatik,2023,43499, Dizel, Tiptronic, DS Garantisi,2049000
Citroen, Ds 7 Crossback,Opera 1.5 Bluehdi 130 Otomatik,2023,36133, Dizel, Tiptronic, DS Garantisi,2039000
Citroen, Ds 4,1.2 Puretech 130hp Performance Line Oto,2023,8978, Benzin, Tiptronic, Garantisiz,1699950
Citroen, C5 Aircross,Shine 1.5 Bluehdi 130hp S&s Eat8 Eu6.2,2023,27784, Dizel, Tiptronic, Garantisiz,1690000
Citroen, C5 Aircross,Shine 1.5 Bluehdi 130hp S&s Eat8 Eu6.2,2023,26500, Dizel, Tiptronic, Garantisiz,1675000
Citroen, C5 Aircross,Shine 1.5 Bluehdi 130hp S&s Eat8 Eu6.2,2023,15155, Dizel, Tiptronic, Garantisiz,1667500
Citroen, C5 Aircross,Shine 1.5 Bluehdi 130hp S&s Eat8 Eu6.2,2023,34481, Dizel, Tiptronic, DS Garantisi,1649900
Citroen, Ds 4,1.2 Puretech 130hp Performance Line Oto,2023,16060, Benzin, Tiptronic, DS Garantisi,1649750
Citroen, Ds 4,1.5 Bluehdi 130hp Performance Line At,2023,26662, Dizel, Tiptronic, Garantisiz,1630000
Citroen, Ds 4,1.2 Puretech 130hp Performance Line Oto,2023,13863, Benzin, Tiptronic, DS Garantisi,1625950
Citroen, C5 Aircross,Shine 1.5 Bluehdi 130hp S&s Eat8 Eu6.2,2023,62734, Dizel, Tiptronic, Garantisiz,1618000
Citroen, Ds 4,1.2 Puretech 130hp Performance Line Oto,2023,15000, Benzin, Tiptronic, DS Garantisi,1598500
Citroen, C4 X,1.2 Puretech 130hp Shine Bold Eat8,2023,14270, Benzin, Tiptronic, DS Garantisi,1419750
Citroen, C4 X,1.2 Puretech 130hp Shine Bold Eat8,2023,12616, Benzin, Tiptronic, Garantisiz,1349900
Citroen, C4 X,1.2 Puretech 130hp Shine Bold Eat8,2023,16795, Benzin, Tiptronic, Garantisiz,1349500
Citroen, C4 X,100kw 136hp Shine Bold Elektrikli,2023,25000,Bilinmiyor, Otomatik, Garantisiz,1305000
Citroen, C4 X,1.2 Puretech 130hp Shine Bold Eat8,2023,10011, Benzin, Tiptronic, Garantisiz,1299000
Citroen, C3,Feel Bold 1.2 Puretech 110hp Eat6,2023,17826, Benzin, Tiptronic, Garantisiz,999500
Citroen, C3,Feel Bold 1.2 Puretech 110hp Eat6,2023,18167, Benzin, Tiptronic, DS Garantisi,993000
Citroen, C3,Feel Bold 1.2 Puretech 110hp Eat6,2023,36766, Benzin, Tiptronic, Garantisiz,945000
Citroen, Berlingo,Van 1.5 Bluehdi 130 Hp S&s Eat8,2023,30316, Dizel, Tiptronic, DS Garantisi,855000
Citroen, C-elysee,Feel 1.5 Bluehdi 100hp,2023,63181, Dizel, Manuel, DS Garantisi,772000
Chery, Omoda5,1.6 Tgdi Luxury,2023,72200, Benzin, Tiptronic, DS Garantisi,1329750
Bmw, 4 Serisi,1.6 420i Gran Coupe M Sport,2023,13100, Benzin, Tiptronic, DS Garantisi,3450000
Bmw, 5 Serisi,1.6 520i M Sport A,2023,40235, Benzin, Tiptronic, 3 Ay DOD Garantili,3420000
Bmw, X1,1.5 Sdrive20i 170 Hp M Sport Auto,2023,31854, Hibrit, Tiptronic, DS Garantisi,3038000
Audi, A8,50 Tdi 286hp Quattro Tiptronic Lwb,2023,18502, Hibrit, Tiptronic, DS Garantisi,12900000
Audi, Q8,50 Tdi 286 Hp Quattro Tiptronic,2023,6902, Hibrit, Tiptronic, Garantisiz,10795000
Audi, A6 Allroad Quattro,40 Tdi 204 Hp Quattro Stronic,2023,55335, Hibrit, Tiptronic, DS Garantisi,4685000
Audi, E-tron Sportback,S Line 55 Quattro,2023,6629,Bilinmiyor, Otomatik, DS Garantisi,4600000
Audi, A6,40 Tdi Quattro 204 Hp Advanced Stronic,2023,8056, Hibrit, Tiptronic, DS Garantisi,4550000
Audi, A6,40 Tdi Quattro 204 Hp Design Stronic,2023,49000, Hibrit, Tiptronic, DS Garantisi,4499500
Audi, A6,40 Tdi Quattro 204 Hp Design Stronic,2023,27600, Hibrit, Tiptronic, DS Garantisi,4499000
Audi, Q8 E-tron,S Line Auto 55 Quatrro,2023,21653,Bilinmiyor, Otomatik, DS Garantisi,4490000
Audi, A6,40 Tdi Quattro 204 Hp Design Stronic,2023,17819, Hibrit, Tiptronic, DS Garantisi,4400000
Audi, Q5,45 Tfsi 265 Hp Advanced Str Qtr Pi,2023,14162, Hibrit, Tiptronic, DS Garantisi,4300000
Audi, Q8 E-tron,Advanced Auto 55 Quatrro,2023,17579,Bilinmiyor, Otomatik, DS Garantisi,4250000
Audi, A5,Sb 45 Tfsi Qtr Str 265 Hp S Line Pi,2023,11182, Hibrit, Tiptronic, DS Garantisi,4195000
Audi, Q8 E-tron,S Line Auto 55 Quatrro,2023,38098,Bilinmiyor, Otomatik, DS Garantisi,4000000
Audi, A5,Sb 40 Tdi 204 Hp Qtr Str S Line Pi,2023,14701, Hibrit, Tiptronic, DS Garantisi,3939750
Audi, A5,Sb 40 Tdi 204 Hp Qtr Str S Line Pi,2023,34443, Hibrit, Tiptronic, DS Garantisi,3649000
Audi, A5,Sb 40 Tdi 204 Hp Qtr Str S Line Pi,2023,48300, Hibrit, Tiptronic, DS Garantisi,3590000
Audi, E-tron,Advanced 55 Quattro,2023,20330,Bilinmiyor, Otomatik, DS Garantisi,3570000
Audi, A4 Allroad Quattro,Avant 45 Tfsi 265 Hp Qtr Str 4wd,2023,10155, Hibrit, Tiptronic, DS Garantisi,3500000
Audi, A4,40 Tdi 204 Hp Qtr Str S Line,2023,15753, Hibrit, Tiptronic, DS Garantisi,3475000
Audi, A4,40 Tdi 204 Hp Qtr Str S Line,2023,18980, Hibrit, Tiptronic, DS Garantisi,3474900
Audi, A4,40 Tdi 204 Hp Qtr Str Advanced,2023,6425, Hibrit, Tiptronic, Garantisiz,3279000
Audi, Q3 Sportback,Sportback 35 Tfsi 150hp Str S Line,2023,6200, Hibrit, Tiptronic, DS Garantisi,3265000
Audi, A4,40 Tdi 204 Hp Qtr Str Advanced,2023,6001, Hibrit, Tiptronic, DS Garantisi,3250000
Audi, A4,40 Tdi 204 Hp Qtr Str S Line,2023,28800, Hibrit, Tiptronic, DS Garantisi,3150000
Audi, A4,40 Tdi 204 Hp Qtr Str Advanced,2023,18554, Hibrit, Tiptronic, DS Garantisi,3050000
Audi, Q3 Sportback,Sportback 35 Tfsi 150hp Str S Line,2023,20900, Hibrit, Tiptronic, DS Garantisi,3020000
Audi, A4,40 Tdi 204 Hp Qtr Str Advanced,2023,69575, Hibrit, Tiptronic, DS Garantisi,2840000
Audi, Q3 Sportback,Sportback 35 Tfsi 150hp Str S Line,2023,28587, Hibrit, Tiptronic, DS Garantisi,2819500
Audi, Q3,35 Tfsi 150hp Str S Line,2023,19397, Hibrit, Tiptronic, DS Garantisi,2750000
Audi, Q3,35 Tfsi 150hp Str S Line,2023,36040, Hibrit, Tiptronic, DS Garantisi,2659900
Audi, Q3,35 Tfsi 150hp Str Advanced,2023,12664, Hibrit, Tiptronic, DS Garantisi,2520000
Audi, Q3,35 Tfsi 150hp Str Advanced,2023,25644, Hibrit, Tiptronic, DS Garantisi,2490000
Audi, Q3,35 Tfsi 150hp Str Advanced,2023,20022, Hibrit, Tiptronic, DS Garantisi,2419500
Audi, A3,Sedan 35 Tfsi 150 Hp S Line Str,2023,27281, Hibrit, Tiptronic, DS Garantisi,2290000
Audi, A3,Sedan 35 Tfsi 150 Hp S Line Str,2023,25906, Hibrit, Tiptronic, DS Garantisi,2250000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,26058, Hibrit, Tiptronic, DS Garantisi,2220000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,10554, Hibrit, Tiptronic, DS Garantisi,2210000
Audi, A3,Sback 35 Tfsi 150 Hp S Line Str,2023,32190, Hibrit, Tiptronic, DS Garantisi,2170000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,24000, Hibrit, Tiptronic, DS Garantisi,2170000
Audi, A3,Sback 35 Tfsi 150 Hp S Line Str,2023,22561, Hibrit, Tiptronic, DS Garantisi,2160000
Audi, A3,Sback 35 Tfsi 150 Hp S Line Str,2023,31821, Hibrit, Tiptronic, Garantisiz,2159500
Audi, Q2,35 Tfsi 150 Hp Stronic Advanced Pi,2023,14411, Benzin, Tiptronic, DS Garantisi,2050000
Audi, A3,Sback 35 Tfsi 150 Hp S Line Str,2023,20000, Hibrit, Tiptronic, DS Garantisi,2050000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,16801, Hibrit, Tiptronic, DS Garantisi,2049500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,16799, Hibrit, Tiptronic, DS Garantisi,2045000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,43500, Hibrit, Tiptronic, DS Garantisi,2025000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,58966, Hibrit, Tiptronic, DS Garantisi,1995000
Audi, Q2,35 Tfsi 150 Hp Stronic Advanced Pi,2023,16797, Benzin, Tiptronic, DS Garantisi,1969500
Audi, Q2,35 Tfsi 150 Hp Stronic Advanced Pi,2023,15569, Benzin, Tiptronic, DS Garantisi,1949500
Audi, Q2,35 Tfsi 150 Hp Stronic Advanced Pi,2023,16004, Benzin, Tiptronic, DS Garantisi,1949250
Audi, A3,Sback 35 Tfsi 150 Hp Advanced Str,2023,14469, Hibrit, Tiptronic, Garantisiz,1889500
Audi, A3,Sback 35 Tfsi 150 Hp Advanced Str,2023,17690, Hibrit, Tiptronic, DS Garantisi,1845000
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,60749, Hibrit, Tiptronic, Garantisiz,1844500
Audi, A3,Sedan 35 Tfsi 150 Hp Advanced Str,2023,36242, Hibrit, Tiptronic, DS Garantisi,1740000
Volvo, Xc90,B5 Awd Mild Hybrid Plus Bright,2022,48925, Hibrit, Tiptronic, Garantisiz,4896750
Volvo, Xc90,B5 Awd 7-k Inscription Dizel/elektr Gear,2022,69600, Hibrit, Tiptronic, Garantisiz,4859000
Volkswagen, Touareg,3.0 V6 Tdi Scr 286 Ps 4m Tiptr Elegance,2022,10114, Dizel, Tiptronic, DS Garantisi,7295000
Volkswagen, Touareg,3.0 V6 Tdi Scr 286 Ps 4m Tiptr Elegance,2022,6005, Dizel, Tiptronic, Garantisiz,6550000
Volkswagen, Touareg,3.0 V6 Tdi Scr 286 Ps 4m Tiptr R-line,2022,16935, Dizel, Tiptronic, DS Garantisi,6389000
Volkswagen, Golf R,2.0 Tsi 320ps R 4m Dsg,2022,14704, Benzin, Tiptronic, Garantisiz,2990000
Volkswagen, Passat Alltrack,2.0 Tdi 200ps Scr Alltrack 4m Dsg,2022,39736, Dizel, Tiptronic, DS Garantisi,2390000
Volkswagen, Passat Alltrack,2.0 Tdi 200ps Scr Alltrack 4m Dsg,2022,86950, Dizel, Tiptronic, 3 Ay DOD Garantili,2335000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2022,57677, Benzin, Tiptronic, Garantisiz,2275000
Volkswagen, Passat,1.5 Tsi Act 150 Ps Elegance Dsg,2022,78872, Benzin, Tiptronic, Garantisiz,1985000
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Elegance Dsg,2022,78977, Benzin, Tiptronic, Garantisiz,1865000
Volkswagen, Passat Variant,1.5 Tsi Act 150 Ps Elegance Dsg,2022,14007, Benzin, Tiptronic, Garantisiz,1799900
Volkswagen, Caravelle,Comfortline 2.0 Tdi 8+1 Uzun 150 Ps Dsg,2022,81582, Dizel, Tiptronic, Garantisiz,1739750
Volkswagen, Tiguan,1.5 Tsi Act 150 Ps Life Dsg,2022,50673, Benzin, Tiptronic, Garantisiz,1729500
Volkswagen, Passat,1.5 Tsi Act 150 Ps Impression Dsg,2022,41039, Benzin, Tiptronic, DS Garantisi,1675000
Volkswagen, T-roc,1.5 Tsi 150ps R-line Dsg,2022,69675, Benzin, Tiptronic, Garantisiz,1639500
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,25518, Benzin, Tiptronic, Garantisiz,1628500
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,19963, Benzin, Tiptronic, Garantisiz,1599900
Volkswagen, Taigo,1.5 Tsi 150ps R-line Dsg,2022,38701, Benzin, Tiptronic, 3 Ay DOD Garantili,1550000
Volkswagen, T-roc,1.5 Tsi 150ps Sytle Dsg,2022,43250, Benzin, Tiptronic, Garantisiz,1549900
Volkswagen, Golf,1.0 Etsi 110ps Style Dsg,2022,46578, Hibrit, Tiptronic, Garantisiz,1549000
Volkswagen, Taigo,1.0 Tsi 110ps Style Dsg,2022,27527, Benzin, Tiptronic, Garantisiz,1539900
Volkswagen, T-roc,1.5 Tsi 150ps R-line Dsg,2022,21881, Benzin, Tiptronic, DS Garantisi,1519000
Volkswagen, T-roc,1.5 Tsi 150ps Life Dsg,2022,24199, Benzin, Tiptronic, Garantisiz,1499500
Volkswagen, T-roc,1.5 Tsi 150ps Life Dsg,2022,29994, Benzin, Tiptronic, Garantisiz,1485000
Volkswagen, T-roc,1.5 Tsi 150ps Life Dsg,2022,76764, Benzin, Tiptronic, Garantisiz,1459500
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2022,44470, Hibrit, Tiptronic, Garantisiz,1430000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,19500, Dizel, Tiptronic, Garantisiz,1425000
Volkswagen, T-roc,1.5 Tsi 150ps Life Dsg,2022,47739, Benzin, Tiptronic, Garantisiz,1425000
Volkswagen, Taigo,1.0 Tsi 110ps Style Dsg,2022,31216, Benzin, Tiptronic, Garantisiz,1425000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,31600, Benzin, Tiptronic, Garantisiz,1415000
Volkswagen, Transporter,Cityvan 2.0 Tdi 150 Hp Swb 5+1 Dsg,2022,78673, Dizel, Otomatik, Garantisiz,1399500
Volkswagen, Taigo,1.0 Tsi 110ps R-line Dsg,2022,41960, Benzin, Tiptronic, Garantisiz,1390000
Volkswagen, Golf,1.0 Etsi 110ps Life Dsg,2022,30728, Hibrit, Tiptronic, Garantisiz,1380000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,12317, Benzin, Tiptronic, Garantisiz,1350000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,35800, Dizel, Tiptronic, DS Garantisi,1330000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,20733, Benzin, Tiptronic, Garantisiz,1320000
Volkswagen, Golf,1.0 Etsi 110ps Style Dsg,2022,23251, Hibrit, Tiptronic, Garantisiz,1309000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,91523, Dizel, Tiptronic, Garantisiz,1308000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,30870, Benzin, Tiptronic, 3 Ay DOD Garantili,1305000
Volkswagen, Taigo,1.0 Tsi 110ps Life Dsg,2022,31870, Benzin, Tiptronic, Garantisiz,1297500
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,45451, Benzin, Tiptronic, Garantisiz,1289500
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,78858, Dizel, Tiptronic, Garantisiz,1285000
Volkswagen, Taigo,1.0 Tsi 110ps Life Dsg,2022,27451, Benzin, Tiptronic, DS Garantisi,1280000
Volkswagen, T-cross,1.0 Tsi 110ps Style Dsg,2022,42825, Benzin, Tiptronic, Garantisiz,1260000
Volkswagen, Taigo,1.0 Tsi 110ps Life Dsg,2022,31345, Benzin, Tiptronic, Garantisiz,1240000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2022,42936, Dizel, Tiptronic, Garantisiz,1240000
Volkswagen, Taigo,1.0 Tsi 110ps Life Dsg,2022,25824, Benzin, Tiptronic, DS Garantisi,1235000
Volkswagen, Caddy,2.0 Tdi 122 Ps Style Dsg,2022,126025, Dizel, Tiptronic, Garantisiz,1208000
Volkswagen, Caddy,2.0 Tdi 122 Ps Life Dsg,2022,64457, Dizel, Tiptronic, Garantisiz,1205000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,25609, Benzin, Tiptronic, Garantisiz,1160000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,54920, Benzin, Tiptronic, Garantisiz,1149500
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,45636, Benzin, Tiptronic, Garantisiz,1149500
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,40239, Benzin, Tiptronic, Garantisiz,1129500
Volkswagen, Caddy,2.0 Tdi 122 Ps Impression Dsg,2022,76056, Dizel, Tiptronic, DS Garantisi,1123000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Dsg,2022,30184, Benzin, Tiptronic, Garantisiz,1110000
Volkswagen, Polo,1.0 Tsi 95 Ps Life Man,2022,32400, Benzin, Manuel, Garantisiz,1100000
Volkswagen, Golf,1.0 Tsi 110ps Impression,2022,65365, Benzin, Manuel, Garantisiz,1099500
Toyota, Corolla,1.5 Flame X-pack Multidrive S,2022,33181, Benzin,Bilinmiyor, Garantisiz,1329000
Toyota, Corolla,1.5 Flame X-pack Multidrive S,2022,30744, Benzin,Bilinmiyor, Garantisiz,1299500
Toyota, Corolla,1.5 Flame X-pack Multidrive S,2022,29450, Benzin,Bilinmiyor, 3 Ay DOD Garantili,1275000
Toyota, Corolla,1.5 Dream Multidrive S,2022,52466, Benzin,Bilinmiyor, Garantisiz,1219750
